2.709652901;219;155;119;200.421051;139.8421021;105.1052628;207.9718323;146.1126709;109.4929581;0.692307711;1;0.937130392;0.754107893;20.72792244;4.787307262;18;1
3.944982529;124;102;81;112.9230804;87.86538696;69.44230652;125.4495392;101.7522964;83.57798004;0.879310369;1;0.819759965;3.341547728;27.89949417;8.058238983;51;2
3.031245708;207;182;149;183.3999939;161.3333282;128.1999969;198.3333282;177.9375;146.1770782;0.743589759;1;0.81665796;1.442927837;24.14213562;6.076507568;29;1
2.944743395;202;159;124;182.75;137.671875;98.53125;189.7132874;144.629364;105.4545441;0.572727263;1;0.72169733;1.61344111;49.5979805;8.956232071;63;1
2.615083456;169;114;123;148.2040863;94.69387817;102.4285736;161.6478271;113.5999985;122.1347809;0.457547158;1;0.894509554;1.03388989;95.39697266;11.11324596;97;2
2.289115906;172;116;115;151.3999939;95.93333435;95.33333588;170.5053711;122.1505356;121.0107498;0.805555582;1;0.972052038;1.156154752;26.97056198;6.076507568;29;2
2.349789619;157;114;130;146.8787842;98.12121582;111.0909119;158.257431;116.3267365;130;0.592592597;1;0.44934094;0.928278804;33.21320343;6.383076668;32;2
3.639818907;154;110;91;143.9600067;94.27999878;80.87999725;153.2615356;104.8461533;90.0615387;0.959999979;1;0.84584856;1.847548366;17.65685463;5.527906418;24;2
2.507342339;149;110;128;139.6818237;89.90908813;104.272728;153.8800049;109.746666;122.9599991;0.777777791;1;0.938236535;0.899496675;22.14213562;5.170883179;21;2
2.557995081;238;167;188;215.8394012;142.6999969;151.6909027;230.9112854;168.8948059;178.0088654;0.340236694;1;0.938527763;1.170922518;212.5513;17.11271667;230;2
2.109125853;196;121;101;181.3970642;105.4117661;89.89705658;195.277771;120.7350464;103.8461533;0.671052635;1;0.988027811;1.057334423;49.5979805;8.058238983;51;2
3.122307062;172;113;123;158.4333344;94.96666718;105.6999969;167.891571;113.7831345;123.2530136;0.763157904;1;0.66898638;1.348774433;24.97056198;6.076507568;29;2
2.603869677;141;101;75;123.4736862;86.42105103;61.63158035;148.3188477;107.4202881;80.72463989;0.857142866;1;0.914118648;1.080848455;17.31370926;4.787307262;18;1
